"Action","Receipt Date","Type","Application Number","Bank Name","Branch Name","Branch Address","City","State","County"
"Approved",2020-05-27,"Branch Establishment","2020-LB-BranchNew-314306","Huntington NB","Berea Drive Thru","31 E. Bridge St.","Berea","OH","Cuyahoga"
"Approved",2020-05-27,"Relocation","2020-LB-Relocation-314217","PNC Bank NA","Bethel Park","5035 LIBRARY ROAD","BETHEL PARK PA","PA","Allegheny"
"Approved",2020-05-27,"Branch Establishment","2020-LB-BranchNew-314322","JPMorgan Chase Bank, NA","Cornell and Murray","NEC NW Cornell Road and NW Trail Avenue","Portland","OR","Washington"
"Approved",2020-05-27,"Relocation","2020-LB-Relocation-314295","Santander Bank, NA","Financial District","2 GOLD STREET","NEW YORK","NY","New York"
"Approved",2020-05-27,"Branch Establishment","2020-LB-BranchNew-314314","Bank of America, NA","Forestville","7765 Beechmont Ave","Cincinnati","OH","Hamilton"
"Approved",2020-05-27,"Branch Establishment","2020-LB-BranchNew-314323","JPMorgan Chase Bank, NA","Greenway Town Center","SWC SW Scholls Ferry Road aka Hwy 210 & SW 121st Ave","Tigard","OR","Washington"
"Consummated/Effective",2020-05-27,"Branch Closings","2020-LB-BranchClosing-313079","JPMorgan Chase Bank, NA","Marengo","200 EAST GRANT HIGHWAY","MARENGO","IL","McHenry"
"Consummated/Effective",2020-05-27,"Branch Closings","2020-LB-BranchClosing-312930","JPMorgan Chase Bank, NA","North Chelsea Banking Center","245 7TH AVENUE","NEW YORK","NY","New York"
"Receipt",2020-05-27,"Branch Closings","2020-LB-BranchClosing-314679","KeyBank NA","North White Plains Branch","76-78 VIRGINIA ROAD","WHITE PLAINS","NY","Westchester"
"Consummated/Effective",2020-05-27,"Branch Closings","2020-LB-BranchClosing-313380","JPMorgan Chase Bank, NA","Parker","401 RIVERSIDE DRIVE","PARKER","AZ","Yuma"
"Approved",2020-05-27,"Branch Establishment","2020-LB-BranchNew-314324","JPMorgan Chase Bank, NA","SE 82nd Drive and Highway 212","SWC SE 82nd Drive and Highway 212","Clackamas","OR","Clackamas"
"Receipt",2020-05-27,"Branch Closings","2020-LB-BranchClosing-314675","JPMorgan Chase Bank, NA","Siegen Lane","8751 SIEGEN LANE","BATON ROUGE","LA","East Baton Rouge"
"Consummated/Effective",2020-05-27,"Branch Closings","2020-LB-BranchClosing-312928","JPMorgan Chase Bank, NA","Timberline & Custer","2804 SOUTH TIMBERLINE ROAD","FORT COLLINS","CO","Larimer"
"Consummated/Effective",2020-05-27,"Branch Establishment","2019-LB-BranchNew-308606","JPMorgan Chase Bank, NA","Westwood High St","670 High Street","Westwood","MA","Norfolk"
"Consummated/Effective",2020-05-28,"Branch Closings","2020-LB-BranchClosing-312916","Fifth Third Bank, NA","02888 Radio Road BC","4025 Radio Road","Naples","FL","Collier"
"Consummated/Effective",2020-05-28,"Branch Closings","2020-LB-BranchClosing-313422","Fifth Third Bank, NA","08318 Groesbeck BM","6401 Colerain Avenue","Cincinnati","OH","Hamilton"
"Receipt",2020-05-28,"Branch Establishment","2020-LB-BranchNew-314686","JPMorgan Chase Bank, NA","Alpharetta Street and Holcomb Bridge Road","SEC Alpharetta St aka Hwy 9 & Holcomb Bridge Rd aka Hwy 140","Roswell","GA","Fulton"
"Withdrawn",2020-05-28,"New Bank Charter","2019-SO-Charter-310113","Coastal Community Bank, NA","Coastal Community Bank, NA","4601 Sheridan Street","Hollywood","FL"," "
"Receipt",2020-05-28,"Branch Closings","2020-NE-BranchClosing-314518","American NB & TR CO","Cum Park Plaza","2214 NORTH CHURCH STREET","BURLINGTON","NC","Alamance"
"Receipt",2020-05-28,"Branch Closings","2020-LB-BranchClosing-314698","JPMorgan Chase Bank, NA","Fort Lauderdale Downtown","713 East Broward Boulevard","Fort Lauderdale","FL","Broward"
"Consummated/Effective",2020-05-28,"Branch Closings","2020-LB-BranchClosing-313279","U.S. Bank NA","Lakeview Branch","RUDDER ROAD & OLD US HWY 54","LAKEVIEW","MO","Miller"
"Receipt",2020-05-28,"Branch Closings","2020-SO-BranchClosing-314782","NB of Commerce","None Given","4929 Decker Road","Duluth","MN","St. Clair"
"Receipt",2020-05-28,"Relocation","2020-LB-Relocation-314692","Wells Fargo Bank, N.A.","North 19th","1400 NORTH 19TH STREET","BOZEMAN","MT","Gallatin"
"Receipt",2020-05-28,"Branch Closings","2020-WE-BranchClosing-314661","First NB of Omaha","North 90th Street Branch","3205 N. 90TH STREET","OMAHA","NE","Douglas"
"Receipt",2020-05-28,"Branch Closings","2020-WE-BranchClosing-314664","First NB of Omaha","Prairie Lake Branch","8633 ANDERMATT DRIVE","LINCOLN","NE","Lancaster"
"Approved",2020-05-28,"Relocation","2020-LB-Relocation-314470","Citibank NA","Rockefeller Plaza Branch","ONE ROCKEFELLER PLAZA","NEW YORK CITY","NY","New York"
"Consummated/Effective",2020-05-28,"Branch Closings","2020-LB-BranchClosing-313278","U.S. Bank NA","Stewartsville","3RD & MAIN STS","STEWARTSVILLE","MO","Dekalb"
"Consummated/Effective",2020-05-28,"Branch Closings","2020-LB-BranchClosing-313575","U.S. Bank NA","Tustin Branch","17851 17TH ST","TUSTIN","CA","Orange"
"Consummated/Effective",2020-05-28,"Branch Closings","2020-LB-BranchClosing-313378","JPMorgan Chase Bank, NA","White Plains Gateway Plaza","1 NORTH LEXINGTON AVENUE","WHITE PLAINS","NY","Westchester"
"Receipt",2020-05-29,"Subsidiaries & Equities","2020-LB-Subs&Equities-314724","Capital One, NA"," "," "," "," "," "
"Consummated/Effective",2020-05-29,"Subsidiaries & Equities","2020-SO-Subs&Equities-315033","First NB Texas"," "," "," "," "," "
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313523","HSBC Bank USA NA","108th Street Branch","63-46 108th Street","Forest Hill","NY","Queens"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313539","HSBC Bank USA NA","10TH Avenue","829 10th Avenue","New York","NY","New York"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313469","HSBC Bank USA NA","117 Broadway","117 Broadway","New York","NY","New York"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313460","HSBC Bank USA NA","2 Park Avenue Branch","2 PARK AVENUE","NEW YORK","NY","New York"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313540","HSBC Bank USA NA","21st Street & 5th Avenue Office","145 FIFTH AVENUE","NEW YORK","NY","New York"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313536","HSBC Bank USA NA","37th Ave. Branch","7627 37TH AVE.","JACKSON HEIGHTS","NY","Queens"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313457","HSBC Bank USA NA","Artesia Branch","18182 PIONEER BOULEVARD","ARTESIA","CA","Los Angeles"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313509","HSBC Bank USA NA","Bal Harbour Surfside Branch","9501 HARDING AVENUE","SURFSIDE","FL","Miami-Dade"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-WE-BranchClosing-313228","Sunflower Bank, NA","Bank of The Rio Grande, National Association","3500 NORTHRISE DRIVE","LAS CRUCES","NM","Dona Ana"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313467","HSBC Bank USA NA","Bay Ridge Branch","7424 13TH AVE.","BROOKLYN","NY","Kings"
"Receipt",2020-05-29,"Branch Establishment","2020-SO-BranchNew-312456","Woodforest NB","Birmingham (Walmart) - AL - Branch","9248 Parkway E","Birmingham","AL","Jefferson"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313510","HSBC Bank USA NA","Biscayne Branch","2 S. BISCAYNE BLVD., Suite 106","MIAMI","FL","Miami-Dade"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313447","HSBC Bank USA NA","Boca Mizner Branch","101 NORTH FEDERAL HWY.","BOCA RATON","FL","Palm Beach"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313450","HSBC Bank USA NA","Boca West","19102 SOUTH STATE ROAD 7","BOCA RATON","FL","Palm Beach"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313503","HSBC Bank USA NA","Boro Park Branch","4410 13TH AVE.","BROOKLYN","NY","Kings"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313436","HSBC Bank USA NA","Brighton Beach Branch","320 BRIGHTON BEACH AVENUE","BROOKLYN","NY","Kings"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313543","HSBC Bank USA NA","Broadway & 9th Branch","769 BROADWAY","NEW YORK","NY","New York"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313437","HSBC Bank USA NA","Broadway & Elmhurst","8257 BROADWAY","ELMHURST","NY","Queens"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313458","HSBC Bank USA NA","Bronx Co-Op Branch","355 FOOD CENTER DRIVE","BRONX","NY","Bronx"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313488","HSBC Bank USA NA","Cedarhurst Branch","125 CEDARHURST AVE.","CEDARHURST","NY","Nassau"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313518","HSBC Bank USA NA","Central Park Branch.","2205 CENTRAL PARK AV","YONKERS","NY","Westchester"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313545","HSBC Bank USA NA","City Hall Branch","335 Broadway","New York","NY","New York"
"Receipt",2020-05-29,"Relocation","2020-CE-Relocation-313285","First Mid Bank & Trust, NA","Clayton Branch","225 South Meramec Avenue, Suite 302","Clayton","MO","St Louis"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313454","HSBC Bank USA NA","Darien Branch","151 BOSTON POST ROAD","DARIEN","CT","Fairfield"
"Receipt",2020-05-29,"Branch Closings","2020-NE-BranchClosing-314718","First NB of Long Island","Deer Park Branch","60 EAST INDUSTRY COURT","DEER PARK","NY","Suffolk"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313471","HSBC Bank USA NA","East Broadway Office","11 EAST BROADWAY","NEW YORK","NY","New York"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313440","HSBC Bank USA NA","East Northport Branch","310 LARKFIELD ROAD","EAST NORTHPORT","NY","Suffolk"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313465","HSBC Bank USA NA","Eastchester Branch","356 WHITE PLAINS RD","EASTCHESTER","NY","Westchester"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313477","HSBC Bank USA NA","Fairfax Office","3925 CHAIN BRIDGE ROAD 201","FAIRFAX","VA","Fairfax"
"Receipt",2020-05-29,"Branch Establishment","2020-SO-BranchNew-314733","First NB of Gilmer","First National Bank Emory","105 Tawakoni Drive","Emory","TX","Rains"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313478","HSBC Bank USA NA","Florham Park Office","2 HANOVER ROAD","FLORHAM PARK","NJ","Morris"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313443","HSBC Bank USA NA","Fort Lauderdale Branch","1600 SE 17th Street","FORT LAUDERDALE","FL","Broward"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313533","HSBC Bank USA NA","Garden City Branch","147 SEVENTH STREET","GARDEN CITY","NY","Nassau"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313462","HSBC Bank USA NA","Garden Grove Branch","9622 GARDEN GROVE BOULEVARD,Suite 101","GARDEN GROVE","CA","Orange"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313507","HSBC Bank USA NA","Georgetown D.C.","1715 WISCONSIN AVENUE NW","WASHINGTON","DC","District of Columbia"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313463","HSBC Bank USA NA","Getty Square Branch","66 Main Street","Yonkers","NY","Westchester"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313474","HSBC Bank USA NA","Grand Street Branch","307 GRAND STREET","NEW YORK","NY","New York"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313476","HSBC Bank USA NA","Greenburgh Branch","371 TARRYTOWN RD.","White Plains","NY","Westchester"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313500","HSBC Bank USA NA","Hanson Place","122 Flatbush Avenue","Brooklyn","NY","Kings"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313451","HSBC Bank USA NA","Hauppauge Branch","660 VANDERBILT MOTOR PKWY.","HAUPPAUGE","NY","Suffolk"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313544","HSBC Bank USA NA","Herald Square Branch","1350 BROADWAY","NEW YORK","NY","New York"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313495","HSBC Bank USA NA","Hewlett Branch","1315 PENINSULA BLVD.","HEWLETT","NY","Nassau"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313459","HSBC Bank USA NA","Hunts Pt. Branch","1360 EAST BAY AVE.","BRONX","NY","Bronx"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313541","HSBC Bank USA NA","Hylan Boulevard Branch","1413 HYLAN BOULEVARD","STATEN ISLAND","NY","Richmond"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313452","HSBC Bank USA NA","Jackson Heights Branch","35-48 JUNCTION BLVD.","JACKSON HEIGHTS","NY","Queens"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313456","HSBC Bank USA NA","Kings Hwy & E. 16th Branch","1602 KINGS HWY.","BROOKLYN","NY","Kings"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313470","HSBC Bank USA NA","Kings Hwy & Mcdonald Branch","481 KINGS HWY.","BROOKLYN","NY","Kings"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313527","HSBC Bank USA NA","Kissena Blvd. Branch","41-77 KISSENA BLVD.","FLUSHING","NY","Queens"
"Receipt",2020-05-29,"Branch Closings","2020-NE-BranchClosing-314720","First NB of Long Island","Lower Broadway Branch","225 BROADWAY","NEW YORK","NY","New York"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313528","HSBC Bank USA NA","Madison & 78th Branch","1002 MADISON AVE.","NEW YORK","NY","New York"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313468","HSBC Bank USA NA","Mamaroneck Branch","1043 WEST BOSTON POST ROAD","MAMARONECK","NY","Westchester"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-WE-BranchClosing-312950","C3bank, NA","Marron Road Branch","2365 MARRON ROAD","CARLSBAD","CA","San Diego"
"Receipt",2020-05-29,"Branch Establishment","2020-LB-BranchNew-314707","Citizens Bank, NA","Mass. Ave. Branch","183 Massachusetts Avenue","Boston","MA","Suffolk"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313534","HSBC Bank USA NA","Massapequa Branch","5500 SUNRISE HWY.","MASSAPEQUA","NY","Nassau"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313442","HSBC Bank USA NA","Merrick Branch","2160 SUNRISE HIGHWAY","MERRICK","NY","Nassau"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313496","HSBC Bank USA NA","Morristown Branch","20 NORTH PARK PLACE","MORRISTOWN","NJ","Morris"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313466","HSBC Bank USA NA","Mount Vernon Branch","123 GRAMATAN AVE.","MOUNT VERNON","NY","Westchester"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313516","HSBC Bank USA NA","North Edison Branch","33 ROUTE 27","EDISON","NJ","Middlesex"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313513","HSBC Bank USA NA","North Yonkers Branch","1201 NEPPERHAN AVE.","YONKERS","NY","Westchester"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313446","HSBC Bank USA NA","Oceanside Branch","3546 LONG BEACH ROAD","Oceanside","NY","Nassau"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313532","HSBC Bank USA NA","Oyster Bay","275 SOUTH STREET","OYSTER BAY","NY","Nassau"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313464","HSBC Bank USA NA","Park Ave & 40th St. Branch","101 PARK AVE.","NEW YORK","NY","New York"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313531","HSBC Bank USA NA","Pelham Branch","50 FIFTH AV","PELHAM","NY","Westchester"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313505","HSBC Bank USA NA","Pinecrest Branch","9469 SOUTH DIXIE HIGHWAY","MIAMI DADE","FL","Miami-Dade"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313449","HSBC Bank USA NA","Pompano Branch","301 NORTH FEDERAL HIGHWAY","POMPANO BEACH","FL","Broward"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313529","HSBC Bank USA NA","Port Washington Branch","36 SOUNDVIEW MARKET Place","PORT WASHINGTON","NY","Nassau"
"Approved",2020-05-29,"Branch Establishment","2020-LB-BranchNew-314334","Bank of America, NA","Progress Ridge Townsquare","14925 SW Barrows Road, Ste 115","Beaverton","OR","Washington"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313535","HSBC Bank USA NA","Queens Village Branch","220-09 HILLSIDE AVE.","QUEENS VILLAGE","NY","Queens"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313515","HSBC Bank USA NA","Ramsey","185 ARCH STREET","RAMSEY","NJ","Bergen"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313453","HSBC Bank USA NA","Rego Park Branch","9501 63RD DRIVE","REGO PARK","NY","Queens"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313504","HSBC Bank USA NA","Rockaway Pkwy. Branch","2001 ROCKAWAY PKWY.","BROOKLYN","NY","Kings"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313514","HSBC Bank USA NA","Rosslyn Branch","1600 WILSON BOULEVARD, SUITE 807","ARLINGTON","VA","Arlington"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313435","HSBC Bank USA NA","Soundview Branch","1580 WESTCHESTER AVENUE","BRONX","NY","Bronx"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313455","HSBC Bank USA NA","Stamford Office","7 LANDMARK SQUARE, 101 Broad Street","STAMFORD","CT","Fairfield"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313538","HSBC Bank USA NA","Turtle Bay Branch","777 3RD AVE.","NEW YORK","NY","New York"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313537","HSBC Bank USA NA","Varick Branch","207 VARICK ST.","NEW YORK","NY","New York"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313497","HSBC Bank USA NA","Vienna Branch","214 MAPLE AVENUE W","VIENNA","VA","Fairfax"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313542","HSBC Bank USA NA","Walt Whitman Branch","160 WALT WHITMAN ROAD #1083","HUNTINGTON STATION","NY","Suffolk"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313546","HSBC Bank USA NA","Washington Square","374 Avenue of the Americas","New York","NY","New York"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313448","HSBC Bank USA NA","Wellington Branch","900 S STATE ROAD 7","WELLINGTON","FL","Palm Beach"
"Consummated/Effective",2020-05-29,"Branch Establishment","2020-SO-BranchNew-312660","First NB Texas","West Adams First Convenience Bank","6801 W. Adams Ave.","Temple","TX","Bell"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313530","HSBC Bank USA NA","West Babylon Branch","85 FARMINGDALE ROAD","WEST BABYLON","NY","Suffolk"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313524","HSBC Bank USA NA","West End Branch","2411 BROADWAY","NEW YORK","NY","New York"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313445","HSBC Bank USA NA","Westport","24 Elm Street","Westport","CT","Fairfield"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313498","HSBC Bank USA NA","White Plains Branch","148 Mamaroneck Avenue","White Plains","NY","Westchester"
"Consummated/Effective",2020-05-29,"Branch Closings","2020-LB-BranchClosing-313472","HSBC Bank USA NA","William Branch","110 WILLIAM STREET","NEW YORK","NY","New York"
"Consummated/Effective",2020-05-31,"Business Combinations","2019-WE-Combination-312218","Bank of Southern California, NA"," "," "," "," "," "
"Consummated/Effective",2020-06-01,"215a-3: Mergers with Non-Bank Affiliates","2020-WE-215a3-314049","AMG National Tr Bank"," "," "," "," "," "
"Consummated/Effective",2020-06-01,"Business Combinations","2020-WE-Combination-313711","AMG National Tr Bank"," "," "," "," "," "
"Consummated/Effective",2020-06-01,"Business Combinations","2020-WE-Combination-313815","BATC NB"," "," "," "," "," "
"Consummated/Effective",2020-06-01,"Fiduciary Powers","2020-WE-Fiduciary-314286","BATC NB"," "," "," "," "," "
